Time;	Terminal_IsWork;	Terminal_PowerConsumption;	Terminal_Coordinate;	
587;1.000000;98.558804;10.000000_10.000000;
588;1.000000;96.743854;10.000000_10.000000;
589;1.000000;94.574413;10.000000_10.000000;
590;1.000000;92.462672;10.000000_10.000000;
591;1.000000;92.267186;10.000000_10.000000;
592;1.000000;93.562932;10.000000_10.000000;
593;1.000000;94.461494;10.000000_10.000000;
594;1.000000;94.190202;10.000000_10.000000;
595;1.000000;92.396402;10.000000_10.000000;
596;1.000000;92.810508;10.000000_10.000000;
597;1.000000;93.175415;10.000000_10.000000;
598;1.000000;93.314708;10.000000_10.000000;
599;1.000000;93.758164;10.000000_10.000000;
600;1.000000;93.110843;10.000000_10.000000;
601;1.000000;92.199686;10.000000_10.000000;
602;1.000000;93.991694;10.000000_10.000000;
603;1.000000;93.881652;10.000000_10.000000;
604;1.000000;92.331761;10.000000_10.000000;
605;1.000000;92.838335;10.000000_10.000000;
606;1.000000;92.957851;10.000000_10.000000;
607;1.000000;93.510604;10.000000_10.000000;
608;1.000000;93.960372;10.000000_10.000000;
609;1.000000;92.709084;10.000000_10.000000;
610;1.000000;94.237895;10.000000_10.000000;
611;1.000000;92.212205;10.000000_10.000000;
612;1.000000;90.362601;10.000000_10.000000;
613;1.000000;92.277058;10.000000_10.000000;
614;1.000000;90.752870;10.000000_10.000000;
615;1.000000;90.669982;10.000000_10.000000;
616;1.000000;89.425496;10.000000_10.000000;
617;1.000000;90.886571;10.000000_10.000000;
618;1.000000;89.936028;10.000000_10.000000;
619;1.000000;89.293854;10.000000_10.000000;
620;1.000000;90.982747;10.000000_10.000000;
621;1.000000;90.274224;10.000000_10.000000;
622;1.000000;91.695630;10.000000_10.000000;
623;1.000000;92.425280;10.000000_10.000000;
624;1.000000;90.282527;10.000000_10.000000;
625;1.000000;89.187711;10.000000_10.000000;
626;1.000000;90.428567;10.000000_10.000000;
627;1.000000;90.998105;10.000000_10.000000;
628;1.000000;92.527345;10.000000_10.000000;
629;1.000000;91.639807;10.000000_10.000000;
630;1.000000;90.361475;10.000000_10.000000;
631;1.000000;88.997109;10.000000_10.000000;
632;1.000000;89.497460;10.000000_10.000000;
633;1.000000;87.751063;10.000000_10.000000;
634;1.000000;88.517153;10.000000_10.000000;
635;1.000000;89.766406;10.000000_10.000000;
636;1.000000;90.751421;10.000000_10.000000;
637;1.000000;89.391748;10.000000_10.000000;
638;1.000000;88.950098;10.000000_10.000000;
639;1.000000;88.130236;10.000000_10.000000;
640;1.000000;87.839444;10.000000_10.000000;
641;1.000000;86.657986;10.000000_10.000000;
642;1.000000;86.162944;10.000000_10.000000;
643;1.000000;86.304450;10.000000_10.000000;
644;1.000000;84.814506;10.000000_10.000000;
645;1.000000;85.049432;10.000000_10.000000;
646;1.000000;82.985195;10.000000_10.000000;
647;1.000000;82.488174;10.000000_10.000000;
648;1.000000;82.002184;10.000000_10.000000;
649;1.000000;81.204335;10.000000_10.000000;
650;1.000000;82.168262;10.000000_10.000000;
651;1.000000;81.184070;10.000000_10.000000;
652;1.000000;81.791567;10.000000_10.000000;
653;1.000000;82.005519;10.000000_10.000000;
654;1.000000;83.725957;10.000000_10.000000;
655;1.000000;84.504551;10.000000_10.000000;
656;1.000000;85.813465;10.000000_10.000000;
657;1.000000;86.662367;10.000000_10.000000;
658;1.000000;85.847526;10.000000_10.000000;
659;1.000000;86.473737;10.000000_10.000000;
660;1.000000;84.337856;10.000000_10.000000;
661;1.000000;84.476844;10.000000_10.000000;
662;1.000000;85.929464;10.000000_10.000000;
663;1.000000;86.438368;10.000000_10.000000;
664;1.000000;87.055073;10.000000_10.000000;
665;1.000000;87.135664;10.000000_10.000000;
666;1.000000;86.703075;10.000000_10.000000;
667;1.000000;86.105492;10.000000_10.000000;
668;1.000000;87.047776;10.000000_10.000000;
669;1.000000;88.361748;10.000000_10.000000;
670;1.000000;89.147338;10.000000_10.000000;
671;1.000000;87.600078;10.000000_10.000000;
672;1.000000;85.554146;10.000000_10.000000;
673;1.000000;83.687186;10.000000_10.000000;
674;1.000000;84.464313;10.000000_10.000000;
675;1.000000;83.145050;10.000000_10.000000;
676;1.000000;83.639590;10.000000_10.000000;
677;1.000000;84.477245;10.000000_10.000000;
678;1.000000;84.763754;10.000000_10.000000;
679;1.000000;82.649430;10.000000_10.000000;
680;1.000000;80.606787;10.000000_10.000000;
681;1.000000;79.821834;10.000000_10.000000;
682;1.000000;78.870239;10.000000_10.000000;
683;1.000000;79.482935;10.000000_10.000000;
684;1.000000;80.903912;10.000000_10.000000;
685;1.000000;79.614147;10.000000_10.000000;
686;1.000000;78.982625;10.000000_10.000000;
687;1.000000;79.643475;10.000000_10.000000;
688;1.000000;81.152756;10.000000_10.000000;
689;1.000000;81.774812;10.000000_10.000000;
690;1.000000;81.011156;10.000000_10.000000;
691;1.000000;82.570678;10.000000_10.000000;
692;1.000000;81.275412;10.000000_10.000000;
693;1.000000;79.882104;10.000000_10.000000;
694;1.000000;79.895928;10.000000_10.000000;
695;1.000000;81.210045;10.000000_10.000000;
696;1.000000;81.923289;10.000000_10.000000;
697;1.000000;83.578836;10.000000_10.000000;
698;1.000000;82.288009;10.000000_10.000000;
699;1.000000;81.854028;10.000000_10.000000;
700;1.000000;82.697397;10.000000_10.000000;
701;1.000000;84.222850;10.000000_10.000000;
702;1.000000;84.422446;10.000000_10.000000;
703;1.000000;85.431123;10.000000_10.000000;
704;1.000000;87.278505;10.000000_10.000000;
705;1.000000;86.113856;10.000000_10.000000;
706;1.000000;87.950560;10.000000_10.000000;
707;1.000000;88.176782;10.000000_10.000000;
708;1.000000;90.087661;10.000000_10.000000;
709;1.000000;90.062467;10.000000_10.000000;
710;1.000000;90.299189;10.000000_10.000000;
711;1.000000;92.281840;10.000000_10.000000;
712;1.000000;93.664433;10.000000_10.000000;
713;1.000000;95.135614;10.000000_10.000000;
714;1.000000;95.585117;10.000000_10.000000;
715;1.000000;96.336420;10.000000_10.000000;
716;1.000000;98.722191;10.000000_10.000000;
717;1.000000;100.873603;10.000000_10.000000;
718;1.000000;99.988646;10.000000_10.000000;
719;1.000000;101.859981;10.000000_10.000000;
720;1.000000;102.314056;10.000000_10.000000;
721;1.000000;103.018851;10.000000_10.000000;
722;1.000000;104.354612;10.000000_10.000000;
723;1.000000;105.791687;10.000000_10.000000;
724;1.000000;107.351639;10.000000_10.000000;
725;1.000000;106.078366;10.000000_10.000000;
726;1.000000;106.631982;10.000000_10.000000;
727;1.000000;106.475042;10.000000_10.000000;
728;1.000000;104.701991;10.000000_10.000000;
729;1.000000;106.248913;10.000000_10.000000;
730;1.000000;108.188410;10.000000_10.000000;
731;1.000000;110.206239;10.000000_10.000000;
732;1.000000;111.112214;10.000000_10.000000;
733;1.000000;110.626001;10.000000_10.000000;
734;1.000000;111.245400;10.000000_10.000000;
735;1.000000;111.784379;10.000000_10.000000;
736;1.000000;112.598177;10.000000_10.000000;
737;1.000000;112.815247;10.000000_10.000000;
738;1.000000;110.831627;10.000000_10.000000;
739;1.000000;111.269531;10.000000_10.000000;
740;1.000000;108.671184;10.000000_10.000000;
741;1.000000;109.762843;10.000000_10.000000;
742;1.000000;109.862456;10.000000_10.000000;
743;1.000000;111.689519;10.000000_10.000000;
744;1.000000;111.773560;10.000000_10.000000;
745;1.000000;109.608774;10.000000_10.000000;
746;1.000000;109.552928;10.000000_10.000000;
747;1.000000;109.609617;10.000000_10.000000;
748;1.000000;107.135178;10.000000_10.000000;
749;1.000000;108.819082;10.000000_10.000000;
750;1.000000;108.191514;10.000000_10.000000;
751;1.000000;108.936177;10.000000_10.000000;
752;1.000000;108.675396;10.000000_10.000000;
753;1.000000;106.740877;10.000000_10.000000;
754;1.000000;106.276969;10.000000_10.000000;
755;1.000000;104.932738;10.000000_10.000000;
756;1.000000;104.443576;10.000000_10.000000;
757;1.000000;101.923649;10.000000_10.000000;
758;1.000000;103.032561;10.000000_10.000000;
759;1.000000;103.412345;10.000000_10.000000;
760;1.000000;105.030475;10.000000_10.000000;
761;1.000000;105.464682;10.000000_10.000000;
762;1.000000;105.183843;10.000000_10.000000;
763;1.000000;105.064783;10.000000_10.000000;
764;1.000000;107.666002;10.000000_10.000000;
765;1.000000;105.290477;10.000000_10.000000;
766;1.000000;103.049161;10.000000_10.000000;
767;1.000000;103.774453;10.000000_10.000000;
768;1.000000;104.279211;10.000000_10.000000;
769;1.000000;102.832871;10.000000_10.000000;
770;1.000000;101.392120;10.000000_10.000000;
771;1.000000;102.052401;10.000000_10.000000;
772;1.000000;104.213426;10.000000_10.000000;
773;1.000000;105.453245;10.000000_10.000000;
774;1.000000;105.257377;10.000000_10.000000;
775;1.000000;104.934036;10.000000_10.000000;
776;1.000000;106.773459;10.000000_10.000000;
777;1.000000;109.190074;10.000000_10.000000;
778;1.000000;111.640905;10.000000_10.000000;
779;1.000000;113.868622;10.000000_10.000000;
780;1.000000;115.388846;10.000000_10.000000;
781;1.000000;114.428633;10.000000_10.000000;
782;1.000000;114.638852;10.000000_10.000000;
783;1.000000;113.028956;10.000000_10.000000;
784;1.000000;112.902088;10.000000_10.000000;
785;1.000000;115.441371;10.000000_10.000000;
786;1.000000;115.246094;10.000000_10.000000;
787;1.000000;117.460650;10.000000_10.000000;
788;1.000000;120.204983;10.000000_10.000000;
789;1.000000;118.304334;10.000000_10.000000;
790;1.000000;118.056125;10.000000_10.000000;
791;1.000000;119.710233;10.000000_10.000000;
792;1.000000;121.305058;10.000000_10.000000;
793;1.000000;123.760160;10.000000_10.000000;
794;1.000000;122.260097;10.000000_10.000000;
795;1.000000;123.859335;10.000000_10.000000;
796;1.000000;126.729804;10.000000_10.000000;
797;1.000000;125.664297;10.000000_10.000000;
798;1.000000;125.050922;10.000000_10.000000;
799;1.000000;125.430980;10.000000_10.000000;
800;1.000000;125.772454;10.000000_10.000000;
801;1.000000;126.540714;10.000000_10.000000;
802;1.000000;124.585835;10.000000_10.000000;
803;1.000000;124.448547;10.000000_10.000000;
804;1.000000;123.578061;10.000000_10.000000;
805;1.000000;124.528870;10.000000_10.000000;
806;1.000000;127.122325;10.000000_10.000000;
807;1.000000;125.283447;10.000000_10.000000;
808;1.000000;125.950845;10.000000_10.000000;
809;1.000000;128.252178;10.000000_10.000000;
810;1.000000;125.749835;10.000000_10.000000;
811;1.000000;124.954819;10.000000_10.000000;
812;1.000000;123.074266;10.000000_10.000000;
813;1.000000;123.975909;10.000000_10.000000;
814;1.000000;124.550487;10.000000_10.000000;
815;1.000000;125.649981;10.000000_10.000000;
816;1.000000;126.255240;10.000000_10.000000;
817;1.000000;123.470431;10.000000_10.000000;
818;1.000000;123.846225;10.000000_10.000000;
819;1.000000;124.240164;10.000000_10.000000;
820;1.000000;122.641353;10.000000_10.000000;
821;1.000000;119.691281;10.000000_10.000000;
822;1.000000;118.756740;10.000000_10.000000;
823;1.000000;115.841698;10.000000_10.000000;
824;1.000000;118.295760;10.000000_10.000000;
825;1.000000;118.895677;10.000000_10.000000;
826;1.000000;120.504847;10.000000_10.000000;
827;1.000000;122.837802;10.000000_10.000000;
828;1.000000;125.498915;10.000000_10.000000;
829;1.000000;123.447413;10.000000_10.000000;
830;1.000000;123.126336;10.000000_10.000000;
831;1.000000;123.050741;10.000000_10.000000;
832;1.000000;124.867162;10.000000_10.000000;
833;1.000000;125.735046;10.000000_10.000000;
834;1.000000;128.662671;10.000000_10.000000;
835;1.000000;126.445404;10.000000_10.000000;
836;1.000000;125.135993;10.000000_10.000000;
837;1.000000;127.527368;10.000000_10.000000;
838;1.000000;126.673113;10.000000_10.000000;
839;1.000000;129.202973;10.000000_10.000000;
840;1.000000;130.802750;10.000000_10.000000;
841;1.000000;130.644515;10.000000_10.000000;
842;1.000000;129.161616;10.000000_10.000000;
843;1.000000;132.046056;10.000000_10.000000;
844;1.000000;129.552537;10.000000_10.000000;
845;1.000000;131.921269;10.000000_10.000000;
846;1.000000;132.733868;10.000000_10.000000;
847;1.000000;134.185089;10.000000_10.000000;
848;1.000000;137.033433;10.000000_10.000000;
849;1.000000;134.868758;10.000000_10.000000;
850;1.000000;133.400602;10.000000_10.000000;
851;1.000000;131.180585;10.000000_10.000000;
852;1.000000;129.232403;10.000000_10.000000;
853;1.000000;130.047375;10.000000_10.000000;
854;1.000000;127.942160;10.000000_10.000000;
855;1.000000;125.553923;10.000000_10.000000;
856;1.000000;123.843577;10.000000_10.000000;
857;1.000000;126.611014;10.000000_10.000000;
858;1.000000;123.533520;10.000000_10.000000;
859;1.000000;121.438542;10.000000_10.000000;
860;1.000000;119.131145;10.000000_10.000000;
861;1.000000;118.903889;10.000000_10.000000;
862;1.000000;119.787019;10.000000_10.000000;
863;1.000000;122.273921;10.000000_10.000000;
864;1.000000;119.833682;10.000000_10.000000;
865;1.000000;120.518092;10.000000_10.000000;
866;1.000000;117.930309;10.000000_10.000000;
867;1.000000;117.303781;10.000000_10.000000;
868;1.000000;117.282848;10.000000_10.000000;
869;1.000000;116.910973;10.000000_10.000000;
870;1.000000;115.701981;10.000000_10.000000;
871;1.000000;114.221394;10.000000_10.000000;
872;1.000000;116.576585;10.000000_10.000000;
873;1.000000;116.962246;10.000000_10.000000;
874;1.000000;115.153479;10.000000_10.000000;
875;1.000000;112.474528;10.000000_10.000000;
876;1.000000;112.091234;10.000000_10.000000;
877;1.000000;113.850527;10.000000_10.000000;
878;1.000000;115.292914;10.000000_10.000000;
879;1.000000;114.465013;10.000000_10.000000;
880;1.000000;117.315020;10.000000_10.000000;
881;1.000000;114.591355;10.000000_10.000000;
882;1.000000;114.726277;10.000000_10.000000;
883;1.000000;113.010814;10.000000_10.000000;
884;1.000000;113.925024;10.000000_10.000000;
885;1.000000;115.063062;10.000000_10.000000;
886;1.000000;114.071311;10.000000_10.000000;
887;1.000000;116.291957;10.000000_10.000000;
888;1.000000;117.145027;10.000000_10.000000;
889;1.000000;116.216550;10.000000_10.000000;
890;1.000000;113.602653;10.000000_10.000000;
891;1.000000;115.117551;10.000000_10.000000;
892;1.000000;116.863482;10.000000_10.000000;
893;1.000000;118.024597;10.000000_10.000000;
894;1.000000;119.098159;10.000000_10.000000;
895;1.000000;121.505056;10.000000_10.000000;
896;1.000000;120.368617;10.000000_10.000000;
897;1.000000;121.888143;10.000000_10.000000;
898;1.000000;120.656666;10.000000_10.000000;
899;1.000000;122.523047;10.000000_10.000000;
900;1.000000;120.618204;10.000000_10.000000;
901;1.000000;121.167684;10.000000_10.000000;
902;1.000000;118.462248;10.000000_10.000000;
903;1.000000;116.101616;10.000000_10.000000;
904;1.000000;114.112070;10.000000_10.000000;
905;1.000000;112.652284;10.000000_10.000000;
906;1.000000;110.602973;10.000000_10.000000;
907;1.000000;111.095812;10.000000_10.000000;
908;1.000000;108.640885;10.000000_10.000000;
909;1.000000;110.756955;10.000000_10.000000;
910;1.000000;113.224075;10.000000_10.000000;
911;1.000000;110.710626;10.000000_10.000000;
912;1.000000;113.064443;10.000000_10.000000;
913;1.000000;112.889476;10.000000_10.000000;
914;1.000000;111.517694;10.000000_10.000000;
915;1.000000;112.002858;10.000000_10.000000;
916;1.000000;110.148299;10.000000_10.000000;
917;1.000000;110.614145;10.000000_10.000000;
918;1.000000;110.483369;10.000000_10.000000;
919;1.000000;112.226515;10.000000_10.000000;
920;1.000000;114.617319;10.000000_10.000000;
921;1.000000;114.769316;10.000000_10.000000;
922;1.000000;115.241306;10.000000_10.000000;
923;1.000000;116.563110;10.000000_10.000000;
924;1.000000;114.961740;10.000000_10.000000;
925;1.000000;113.606180;10.000000_10.000000;
926;1.000000;114.364983;10.000000_10.000000;
927;1.000000;114.583279;10.000000_10.000000;
928;1.000000;111.814090;10.000000_10.000000;
929;1.000000;114.226580;10.000000_10.000000;
930;1.000000;113.355865;10.000000_10.000000;
931;1.000000;111.687914;10.000000_10.000000;
932;1.000000;111.814282;10.000000_10.000000;
933;1.000000;111.260719;10.000000_10.000000;
934;1.000000;110.187990;10.000000_10.000000;
935;1.000000;111.179151;10.000000_10.000000;
936;1.000000;111.985945;10.000000_10.000000;
937;1.000000;111.668682;10.000000_10.000000;
938;1.000000;110.379034;10.000000_10.000000;
939;1.000000;111.500409;10.000000_10.000000;
940;1.000000;110.568779;10.000000_10.000000;
941;1.000000;108.990542;10.000000_10.000000;
942;1.000000;110.403105;10.000000_10.000000;
943;1.000000;109.067844;10.000000_10.000000;
944;1.000000;110.068945;10.000000_10.000000;
945;1.000000;107.406253;10.000000_10.000000;
946;1.000000;109.259671;10.000000_10.000000;
947;1.000000;111.184888;10.000000_10.000000;
948;1.000000;111.745052;10.000000_10.000000;
949;1.000000;110.747602;10.000000_10.000000;
950;1.000000;111.677661;10.000000_10.000000;
951;1.000000;111.827478;10.000000_10.000000;
952;1.000000;113.773276;10.000000_10.000000;
953;1.000000;112.352307;10.000000_10.000000;
954;1.000000;110.982889;10.000000_10.000000;
955;1.000000;108.614712;10.000000_10.000000;
956;1.000000;108.692817;10.000000_10.000000;
957;1.000000;110.811310;10.000000_10.000000;
958;1.000000;111.428589;10.000000_10.000000;
959;1.000000;111.601486;10.000000_10.000000;
960;1.000000;113.394536;10.000000_10.000000;
961;1.000000;115.996696;10.000000_10.000000;
962;1.000000;117.369789;10.000000_10.000000;
963;1.000000;116.454067;10.000000_10.000000;
964;1.000000;115.638552;10.000000_10.000000;
965;1.000000;113.001503;10.000000_10.000000;
966;1.000000;110.311295;10.000000_10.000000;
967;1.000000;107.581510;10.000000_10.000000;
968;1.000000;107.512949;10.000000_10.000000;
969;1.000000;106.399575;10.000000_10.000000;
970;1.000000;107.507527;10.000000_10.000000;
971;1.000000;109.228433;10.000000_10.000000;
972;1.000000;109.268900;10.000000_10.000000;
973;1.000000;109.091179;10.000000_10.000000;
974;1.000000;106.790762;10.000000_10.000000;
975;1.000000;105.140757;10.000000_10.000000;
976;1.000000;105.054795;10.000000_10.000000;
977;1.000000;107.278704;10.000000_10.000000;
978;1.000000;104.829503;10.000000_10.000000;
979;1.000000;102.651204;10.000000_10.000000;
980;1.000000;101.341674;10.000000_10.000000;
981;1.000000;102.412626;10.000000_10.000000;
982;1.000000;102.982252;10.000000_10.000000;
983;1.000000;100.885834;10.000000_10.000000;
984;1.000000;103.214103;10.000000_10.000000;
985;1.000000;105.110502;10.000000_10.000000;
986;1.000000;103.355651;10.000000_10.000000;
987;1.000000;103.231353;10.000000_10.000000;
988;1.000000;104.559330;10.000000_10.000000;
989;1.000000;106.010117;10.000000_10.000000;
990;1.000000;103.396862;10.000000_10.000000;
991;1.000000;103.803277;10.000000_10.000000;
992;1.000000;105.030553;10.000000_10.000000;
993;1.000000;106.310492;10.000000_10.000000;
994;1.000000;108.556684;10.000000_10.000000;
995;1.000000;106.366032;10.000000_10.000000;
996;1.000000;107.895801;10.000000_10.000000;
997;1.000000;110.304226;10.000000_10.000000;
998;1.000000;108.106305;10.000000_10.000000;
999;1.000000;106.889550;10.000000_10.000000;
